Stat-Xplore,,,,,,,,
,,,,,,,,
Relative Low Income (I II III IV V VI),,,,,,,,
National - Regional - LA - OAs (GB) by Year,,,,,,,,
Counting: Relative Low Income,,,,,,,,
,,,,,,,,
Filters:,,,,,,,,
Default Summation,Relative Low Income,,,,,,,
,,,,,,,,
Year,2020/21,2020/21 - Annotations,2021/22,2021/22 - Annotations,2022/23,2022/23 - Annotations,2023/24,2023/24 - Annotations
National - Regional - LA - OAs (GB),,,,,,,,
Richmond upon Thames 021B,7,,15,,5,,9,
Richmond upon Thames 021C,36,,25,,35,,17,
Richmond upon Thames 021D,15,,6,,10,,7,
Richmond upon Thames 022A,25,,22,,12,,22,
Richmond upon Thames 022B,..,,7,,5,,21,
Richmond upon Thames 022C,24,,28,,28,,29,
Richmond upon Thames 022D,12,,7,,15,,8,
Richmond upon Thames 022E,17,,14,,20,,24,
Richmond upon Thames 022F,37,,42,,43,,31,
Richmond upon Thames 023A,9,,6,,10,,16,
Richmond upon Thames 023B,19,,16,,13,,26,
Richmond upon Thames 023C,8,,8,,7,,7,
Richmond upon Thames 023D,7,,12,,9,,12,
Richmond upon Thames 023E,51,,55,,57,,60,
Richmond upon Thames 023F,30,,19,,36,,29,
Sutton 001A,74,,82,,99,,108,
Sutton 001B,72,,93,,102,,97,
Sutton 001C,90,,98,,93,,105,
Sutton 001D,95,,105,,127,,125,
Sutton 001E,119,,109,,114,,127,
Sutton 002A,92,,110,,130,,102,
Sutton 002B,120,,105,,118,,152,
Sutton 002C,80,,86,,103,,92,
Sutton 002D,62,,83,,77,,85,
Sutton 002E,104,,109,,116,,99,
Sutton 003A,36,,30,,50,,38,
Sutton 003B,47,,42,,50,,48,
Sutton 003C,44,,45,,44,,41,
Sutton 003D,32,,21,,36,,24,
Sutton 003E,37,,28,,25,,26,
Sutton 004A,24,,19,,30,,24,
Sutton 004B,29,,31,,45,,61,
Sutton 004C,47,,49,,103,,93,
Sutton 004D,53,,56,,58,,60,
Sutton 004E,54,,74,,67,,106,
Sutton 005A,72,,54,,61,,62,
Sutton 005B,35,,42,,50,,63,
Sutton 005C,47,,44,,73,,54,
Sutton 005D,93,,99,,113,,103,
Sutton 005E,51,,56,,68,,74,
Sutton 006A,16,,16,,17,,19,
Sutton 006B,31,,26,,45,,35,
Sutton 006C,73,,40,,57,,58,
Sutton 006D,92,,79,,101,,100,
Sutton 006E,56,,62,,57,,58,
Sutton 007A,36,,35,,40,,30,
Sutton 007B,84,,86,,113,,100,
Sutton 007C,57,,49,,48,,58,
Sutton 007D,38,,34,,40,,40,
Sutton 008A,16,,21,,21,,15,
Sutton 008B,10,,12,,18,,10,
Sutton 008C,22,,18,,10,,23,
Sutton 008D,37,,38,,35,,40,
Sutton 008E,40,,43,,43,,51,
Sutton 008F,26,,15,,18,,32,
Sutton 009A,47,,28,,29,,41,
Sutton 009B,28,,44,,53,,56,
Sutton 009C,33,,26,,22,,36,
Sutton 009D,22,,17,,15,,23,
Sutton 009E,15,,32,,33,,30,
Sutton 010A,34,,31,,32,,36,
Sutton 010B,59,,60,,91,,117,
Sutton 010C,30,,25,,17,,24,
Sutton 010D,34,,31,,41,,27,
Sutton 010E,33,,42,,39,,44,
Sutton 011A,62,,53,,71,,73,
Sutton 011B,28,,34,,47,,42,
Sutton 011C,61,,75,,88,,71,
Sutton 011D,18,,25,,22,,21,
Sutton 011E,24,,24,,22,,19,
Sutton 011F,45,,40,,49,,46,
Sutton 011G,31,,25,,25,,18,
Sutton 012A,40,,41,,31,,50,
Sutton 012B,94,,100,,112,,129,
Sutton 012C,89,,114,,143,,138,
Sutton 012D,152,,149,,153,,188,
Sutton 012E,41,,42,,36,,39,
Sutton 013A,25,,24,,19,,32,
Sutton 013B,31,,28,,27,,35,
Sutton 013C,64,,58,,45,,71,
Sutton 013D,17,,17,,30,,30,
Sutton 013E,49,,40,,26,,28,
Sutton 014A,23,,6,,19,,37,
Sutton 014B,75,,83,,84,,98,
Sutton 014C,43,,24,,29,,44,
Sutton 014D,41,,34,,32,,37,
Sutton 014E,45,,34,,44,,36,
Sutton 015A,23,,25,,13,,25,
Sutton 015B,18,,12,,5,,12,
Sutton 015C,42,,37,,41,,40,
Sutton 015D,28,,33,,19,,24,
Sutton 015E,14,,16,,9,,17,
Sutton 016A,37,,40,,45,,49,
Sutton 016B,17,,15,,11,,7,
Sutton 016C,15,,12,,19,,10,
Sutton 016D,10,,12,,20,,9,
Sutton 016E,9,,13,,16,,14,
Sutton 017A,15,,13,,10,,15,
Sutton 017B,49,,64,,63,,67,
Sutton 017C,29,,22,,28,,26,
Sutton 017D,65,,61,,77,,103,
Sutton 017E,42,,18,,20,,22,
Sutton 018A,38,,52,,53,,78,
Sutton 018B,35,,39,,44,,51,
Sutton 018C,35,,32,,45,,28,
Sutton 018D,11,,11,,16,,25,
Sutton 018E,22,,29,,27,,42,
Sutton 019A,96,,84,,108,,96,
Sutton 019B,72,,69,,79,,80,
Sutton 019C,124,,130,,155,,149,
Sutton 019D,78,,68,,115,,108,
Sutton 019E,61,,62,,79,,71,
Sutton 020A,30,,25,,20,,11,
Sutton 020B,41,,43,,36,,57,
Sutton 020C,50,,45,,60,,62,
Sutton 020D,14,,23,,16,,27,
Sutton 020E,27,,36,,44,,42,
Sutton 021A,72,,89,,107,,129,
Sutton 021B,24,,36,,50,,49,
Sutton 021C,40,,42,,55,,54,
Sutton 021D,35,,20,,24,,32,
Sutton 021E,30,,28,,50,,46,
Sutton 022A,5,,5,,7,,10,
Sutton 022B,6,,14,,15,,9,
Sutton 022C,45,,43,,45,,30,
Sutton 022D,9,,7,,..,,5,
Sutton 022E,13,,14,,21,,22,
Sutton 024A,15,,18,,29,,31,
Sutton 024B,22,,20,,17,,30,
Sutton 024C,33,,32,,28,,37,
Sutton 024D,35,,58,,51,,68,
Sutton 025A,26,,24,,34,,22,
Sutton 025B,18,,21,,22,,28,
Sutton 025C,5,,7,,5,,7,
Sutton 025D,11,,5,,13,,10,
Sutton 025E,14,,12,,9,,15,
Waltham Forest 001A,95,,93,,99,,90,
Waltham Forest 001B,74,,50,,60,,75,
Waltham Forest 001C,51,,30,,56,,51,
Waltham Forest 001D,86,,79,,78,,75,
Waltham Forest 001E,75,,72,,76,,71,
Waltham Forest 002A,10,,16,,13,,22,
Waltham Forest 002B,21,,23,,20,,34,
Waltham Forest 002C,52,,50,,57,,60,
Waltham Forest 002D,43,,46,,38,,50,
Waltham Forest 002E,58,,56,,61,,53,
Waltham Forest 003A,131,,111,,121,,109,
Waltham Forest 003B,67,,58,,56,,54,
Waltham Forest 003C,29,,28,,42,,46,
Waltham Forest 003D,95,,70,,72,,74,
Waltham Forest 003E,89,,83,,97,,91,
Waltham Forest 004A,95,,81,,107,,129,
Waltham Forest 004B,29,,24,,22,,32,
Waltham Forest 004C,60,,48,,60,,57,
Waltham Forest 004D,50,,83,,61,,86,
Waltham Forest 004E,67,,59,,69,,57,
Waltham Forest 005A,44,,44,,39,,55,
Waltham Forest 005B,98,,105,,101,,109,
Waltham Forest 005C,81,,73,,81,,77,
Waltham Forest 005D,82,,94,,81,,77,
Waltham Forest 005E,84,,71,,78,,98,
Waltham Forest 006A,54,,52,,37,,50,
Waltham Forest 006B,89,,83,,113,,127,
Waltham Forest 006C,141,,109,,151,,171,
Waltham Forest 006D,117,,118,,135,,109,
Waltham Forest 006E,127,,166,,180,,154,
Waltham Forest 007A,43,,35,,45,,45,
Waltham Forest 007B,70,,59,,57,,58,
Waltham Forest 007C,84,,78,,78,,86,
Waltham Forest 007D,56,,39,,49,,44,
Waltham Forest 007E,24,,20,,18,,15,
Waltham Forest 007F,52,,59,,65,,56,
Waltham Forest 008A,61,,52,,51,,68,
Waltham Forest 008B,139,,137,,159,,168,
Waltham Forest 008C,148,,153,,167,,170,
Waltham Forest 008D,79,,84,,87,,113,
Waltham Forest 008E,146,,115,,161,,144,
Waltham Forest 009A,164,,168,,161,,177,
Waltham Forest 009B,218,,174,,183,,188,
Waltham Forest 009C,101,,127,,120,,145,
Waltham Forest 009D,129,,115,,125,,127,
Waltham Forest 009E,174,,185,,181,,196,
Waltham Forest 010A,117,,83,,69,,103,
Waltham Forest 010B,156,,123,,137,,179,
Waltham Forest 010C,73,,83,,85,,82,
Waltham Forest 010D,73,,61,,88,,87,
Waltham Forest 011A,140,,142,,146,,149,
Waltham Forest 011B,117,,95,,88,,91,
Waltham Forest 011C,80,,83,,91,,100,
Waltham Forest 011D,74,,60,,54,,64,
Waltham Forest 011E,72,,89,,99,,98,
Waltham Forest 012A,90,,94,,87,,84,
Waltham Forest 012B,89,,80,,94,,108,
Waltham Forest 012C,152,,135,,147,,135,
Waltham Forest 012D,214,,226,,218,,206,
Waltham Forest 012E,77,,94,,92,,108,
Waltham Forest 013A,147,,154,,146,,162,
Waltham Forest 013B,108,,99,,117,,102,
Waltham Forest 013C,123,,129,,140,,170,
Waltham Forest 013D,115,,134,,147,,116,
Waltham Forest 013E,85,,92,,92,,89,
Waltham Forest 013F,106,,124,,114,,95,
Waltham Forest 014A,133,,129,,147,,146,
Waltham Forest 014B,102,,90,,101,,117,
Waltham Forest 014C,124,,113,,122,,138,
Waltham Forest 014D,193,,186,,223,,238,
Waltham Forest 014E,62,,61,,80,,106,
Waltham Forest 015A,66,,50,,52,,57,
Waltham Forest 015B,60,,41,,54,,41,
Waltham Forest 015C,22,,25,,20,,35,
Waltham Forest 015D,162,,161,,173,,164,
Waltham Forest 015E,43,,47,,43,,63,
Waltham Forest 016A,85,,79,,66,,73,
Waltham Forest 016B,56,,55,,59,,54,
Waltham Forest 016C,93,,82,,82,,88,
Waltham Forest 016D,96,,77,,75,,75,
Waltham Forest 016E,113,,120,,118,,141,
Waltham Forest 016F,71,,81,,85,,87,
Waltham Forest 017A,130,,126,,131,,127,
Waltham Forest 017B,118,,118,,121,,137,
Waltham Forest 017C,114,,141,,143,,131,
Waltham Forest 017D,167,,194,,188,,196,
Waltham Forest 017E,127,,105,,127,,132,
Waltham Forest 018A,73,,58,,61,,67,
Waltham Forest 018B,186,,168,,186,,179,
Waltham Forest 018C,94,,70,,99,,96,
Waltham Forest 018D,92,,92,,115,,113,
Waltham Forest 018E,179,,148,,181,,174,
Waltham Forest 019A,74,,88,,79,,87,
Waltham Forest 019B,157,,143,,179,,187,
Waltham Forest 019C,67,,65,,65,,71,
Waltham Forest 019D,95,,87,,84,,102,
Waltham Forest 019E,70,,84,,74,,110,
Waltham Forest 020A,171,,165,,192,,183,
Waltham Forest 020B,89,,91,,87,,103,
Waltham Forest 020C,134,,138,,133,,165,
Waltham Forest 020D,123,,112,,139,,144,
Waltham Forest 020G,310,,336,,381,,401,
Waltham Forest 021A,37,,44,,35,,55,
Waltham Forest 021B,83,,79,,75,,78,
Waltham Forest 021C,90,,90,,107,,93,
Waltham Forest 021D,83,,49,,65,,72,
Waltham Forest 021E,30,,42,,34,,49,
Waltham Forest 022A,103,,118,,139,,130,
Waltham Forest 022B,151,,129,,143,,142,
Waltham Forest 022C,119,,112,,98,,133,
Waltham Forest 022D,107,,78,,86,,95,
Waltham Forest 022E,70,,88,,99,,124,
Waltham Forest 023A,74,,86,,84,,102,
Waltham Forest 023B,76,,72,,82,,79,
Waltham Forest 023C,58,,62,,46,,38,
Waltham Forest 023D,65,,55,,89,,114,
Waltham Forest 023E,109,,117,,129,,138,
Waltham Forest 024A,108,,132,,152,,135,
Waltham Forest 024B,127,,145,,151,,169,
Waltham Forest 024C,35,,52,,51,,53,
Waltham Forest 024D,71,,60,,67,,83,
Waltham Forest 024E,38,,37,,42,,59,
Waltham Forest 025A,51,,37,,35,,40,
Waltham Forest 025B,105,,75,,85,,96,
Waltham Forest 025C,75,,78,,84,,76,
Waltham Forest 025D,76,,99,,85,,95,
Waltham Forest 025E,64,,69,,62,,81,
Waltham Forest 026A,46,,59,,68,,80,
Waltham Forest 026B,227,,253,,247,,218,
Waltham Forest 026C,112,,102,,97,,104,
Waltham Forest 026D,70,,80,,106,,127,
Waltham Forest 026E,119,,110,,121,,103,
Waltham Forest 027A,138,,146,,154,,147,
Waltham Forest 027B,116,,127,,131,,127,
Waltham Forest 027C,92,,91,,107,,86,
Waltham Forest 027D,73,,75,,75,,82,
Waltham Forest 027E,160,,138,,128,,133,
Waltham Forest 027F,106,,86,,113,,121,
Waltham Forest 028A,75,,68,,63,,73,
Waltham Forest 028B,66,,66,,70,,77,
Waltham Forest 028C,80,,91,,88,,108,
Waltham Forest 028D,53,,54,,63,,69,
Waltham Forest 028E,90,,82,,112,,151,
Waltham Forest 028F,115,,108,,112,,123,
Total,319168,,322177,,360364,,385772,
,,,,,,,,
,,,,,,,,
INFO,Statistical disclosure control has been applied to this table to avoid the release of confidential data.  Totals may not sum due to the disclosure control applied.,,,,,,,
,,,,,,,,
,,,,,,,,
Symbol,Description,,,,,,,
I,""".."" denotes a nil or negligible number of children.",,,,,,,
II,"Relative low-income is defined as a family whose equivalised income is below 60 per cent of contemporary median income. Gross income measure is Before Housing Costs (BHC) and includes contributions from earnings, state support and pensions.",,,,,,,
III,Income is equivalised to adjust for household size and family composition.,,,,,,,
IV,"Child age is derived as the duration from Date of Birth to 31 March in each year. A child is defined as an individual aged under 16 or 16-19 and they are not married, in a civil partnership nor living with a partner; and are still living with parents/a responsible adult; and are in full-time non-advanced education or in unwaged government training.",,,,,,,
V,Families â€œin-workâ€?are those to have had an accumulated period of at least 26 weeks paid employment or self-employment within the 52 week tax year. Employment activity is accumulated from either (or both) the adult claimant of Child Benefit and any partner(s) in the tax year.,,,,,,,
VI,"Only families to have claimed Child Benefit and at least one other household benefit (Universal Credit, Tax Credit or Housing Benefit) will be included in the statistics.",,,,,,,
,,,,,,,,
,,,,,,,,
Source: Department for Work and Pensions,,,,,,,,
